rating,review_count,isbn,booktype,author,year,genres,dir,rating_count,name
4.06,331,038549744X,good_reads:book,Matthew Kneale,2000,historical-fiction|fiction|cultural|australia|literature|travel|literary-fiction|contemporary|novels|cultural|tasmania|adventure,dir54/14257.English_Passengers.html,331,English Passengers
4.11,272,1423128990,good_reads:book,Ridley Pearson,2010,fantasy|young-adult|fiction|mystery|adventure|childrens|science-fiction,dir54/6275997-disney-in-shadow.html,272,"Disney in Shadow (Kingdom Keepers, #3)"
4.36,1761,0451464966,good_reads:book,Anne Bishop,2013,fantasy|fantasy|urban-fantasy|fantasy|paranormal|paranormal|vampires|adult|shapeshifters|werewolves|paranormal|shapeshifters|fantasy|magic|romance|fantasy|supernatural,dir54/15711341-written-in-red.html,1761,"Written in Red (The Others, #1)"
4.22,105,1421511789,good_reads:book,Tsugumi Ohba,2006,sequential-art|graphic-novels|sequential-art|comics|fantasy|sequential-art|manga|fiction|mystery|horror|young-adult|thriller|comics-manga,dir54/445044.Death_Note_Vol_11.html,105,"Death Note, Vol. 11 (Death Note, #11)"
4.14,646,0743468422,good_reads:book,Lois McMaster Bujold,1986,science-fiction|science-fiction|space-opera|fiction|romance|fantasy|science-fiction-fantasy,dir54/61903.Shards_of_Honour.html,646,"Shards of Honour (Vorkosigan Saga, #1)"
4.44,388,0300107897,good_reads:book,Richard Siken,2005,poetry|glbt|queer|glbt|romance|contemporary|fiction|love|adult|glbt|gay|literature|american,dir54/96259.Crush.html,388,Crush
4.41,361,0671578855,good_reads:book,Lois McMaster Bujold,1999,science-fiction|romance|fiction|science-fiction|space-opera|science-fiction-fantasy|fantasy|space|humor|adventure|speculative-fiction,dir54/61899.A_Civil_Campaign.html,361,"A Civil Campaign (Vorkosigan Saga, #12)"
4.13,5554,1400043468,good_reads:book,Julia Child,2006,food-and-drink|cookbooks|adult|food-and-drink|food|autobiography|memoir|biography|non-fiction,dir54/5084.My_Life_in_France.html,5554,My Life in France
3.98,105,0156188767,good_reads:book,Katherine Anne Porter,1965,short-stories|fiction|classics|literature|literature|american|academic|school|american|southern|literature|20th-century|academic|read-for-school|literary-fiction,dir54/129671.The_Collected_Stories_of_Katherine_Anne_Porter.html,105,The Collected Stories of Katherine Anne Porter
4.27,799,159038363X,good_reads:book,Gerald N Lund,1994,historical-fiction|christianity|lds|lds|lds-fiction|religion|fiction|religion|church|adult|spirituality|adult-fiction|christian,dir54/625554.Pillar_of_Light.html,799,"Pillar of Light (The Work and the Glory, #1)"
3.9,541,8401341914,good_reads:book,Isabel Allende,2007,autobiography|memoir|non-fiction|european-literature|spanish-literature|biography|biography|autobiography|cultural|latin-american,dir54/1738611.La_suma_de_los_d_as.html,541,La suma de los dÃ­as
3.31,737,0767905202,good_reads:book,Jane Green,1999,fiction|romance|womens-fiction|chick-lit|contemporary|romance|contemporary-romance|adult|adult-fiction|european-literature|british-literature|humor|humor|funny,dir54/31101.Mr_Maybe.html,737,Mr. Maybe
4.05,399,1416927050,good_reads:book,Meg Cabot,2001,young-adult|fantasy|paranormal|fantasy|romance|young-adult|teen|mystery|fiction|womens-fiction|chick-lit|fantasy|supernatural|adventure,dir54/207682.When_Lightning_Strikes.html,399,"When Lightning Strikes (1-800-Where-R-You, #1)"
4.17,171,0373802803,good_reads:book,Michelle Sagara,2007,fantasy|fantasy|magic|fantasy|dragons|fantasy|urban-fantasy|fiction|fantasy|paranormal|science-fiction-fantasy|fantasy|high-fantasy|romance|mystery,dir54/641910.Cast_In_Secret.html,171,Cast In Secret (Chronicles of Elantra #3)
3.81,354,0553381903,good_reads:book,Pat Conroy,2002,non-fiction|sports-and-games|sports|autobiography|memoir|biography|biography|autobiography|sports|basketball|biography-memoir|adult|american|southern|book-club,dir54/119216.My_Losing_Season.html,354,My Losing Season
3.69,326,0802131867,good_reads:book,Jack Kerouac,1958,fiction|classics|literature|literature|american|novels|literature|20th-century,dir54/330760.The_Subterraneans.html,326,The Subterraneans
4.33,235,0143039229,good_reads:book,Marcel Proust,1920,fiction|classics|cultural|france|literature|novels,dir54/18798.The_Guermantes_Way.html,235,The Guermantes Way
3.89,706,1580050751,good_reads:book,Inga Muscio,1998,feminism|non-fiction|gender|sexuality|womens|gender|gender-studies|feminism|womens-studies|sociology|glbt|queer|autobiography|memoir,dir54/52588.Cunt.html,706,Cunt
3.56,507,0606298231,good_reads:book,Michael Crichton,1992,fiction|thriller|mystery|suspense|mystery|crime|thriller|mystery-thriller|cultural|japan|science-fiction|novels|adventure,dir54/7668.Rising_Sun.html,507,Rising Sun
4.16,109,0099468646,good_reads:book,Anthony Burgess,1980,fiction|classics|literature|religion|glbt|literary-fiction|glbt|gay|novels|european-literature|british-literature|modern,dir54/8822.Earthly_Powers.html,109,Earthly Powers
4.23,572,0385265565,good_reads:book,Alex Kotlowitz,1991,non-fiction|sociology|education|social-issues|poverty|history|biography|race|academic|school|social-issues|social-movements|social-justice,dir54/41918.There_are_No_Children_Here.html,572,There are No Children Here
3.37,1868,034549038X,good_reads:book,Matthew Pearl,2003,mystery|fiction|historical-fiction|thriller|mystery|crime|book-club|thriller|mystery-thriller|mystery|historical-mystery|suspense|adult-fiction,dir54/18402.The_Dante_Club.html,1868,The Dante Club
3.9,103,0517086719,good_reads:book,Peter Matthiessen,1990,fiction|historical-fiction|novels|american|american-fiction|mystery|crime|literary-fiction|mystery|contemporary|literature|american,dir54/248623.Killing_Mister_Watson.html,103,Killing Mister Watson
3.8,1838,0316117366,good_reads:book,James Patterson,2007,mystery|fiction|thriller|suspense|mystery|crime|thriller|mystery-thriller|mystery|murder-mystery|adult|adult-fiction|book-club,dir54/13133.The_Quickie.html,1838,The Quickie
3.53,562,,good_reads:book,Andrea Hirata,2008,novels|fiction|asian-literature|indonesian-literature|romance|adventure|drama|literature|young-adult|inspirational|anthologies|collections,dir54/4212386-maryamah-karpov.html,562,"Maryamah Karpov (Tetralogi Laskar Pelangi, #4)"
4.3,407,0152055576,good_reads:book,L A Meyer,2006,historical-fiction|young-adult|adventure|fiction|adventure|pirates|young-adult|teen|romance|fantasy|action|humor|funny,dir54/295650.In_the_Belly_of_the_Bloodhound.html,407,"In the Belly of the Bloodhound (Bloody Jack, #4)"
3.9,459,0425213382,good_reads:book,Patricia Cornwell,1996,mystery|mystery|crime|fiction|thriller|thriller|mystery-thriller|suspense|mystery|murder-mystery|mystery|detective|adult-fiction|adult,dir54/6541.Cause_of_Death.html,459,"Cause of Death (Kay Scarpetta, #7)"
3.65,324,019832006X,good_reads:book,William Shakespeare,1608,plays|classics|drama|fiction|plays|theatre|literature|poetry|european-literature|british-literature|tragedy|academic|school,dir54/108171.Coriolanus.html,324,Coriolanus
4.36,302,045123054X,good_reads:book,Rachel Caine,2009,paranormal|vampires|young-adult|fantasy|paranormal|fantasy|fantasy|urban-fantasy|romance|romance|paranormal-romance|fiction|fantasy|supernatural|horror,dir54/6571723-the-morganville-vampires-volume-1.html,302,"The Morganville Vampires, Volume 1 (The Morganville Vampires, #1-2)"
4.28,1061,,good_reads:book,Laurelin Paige,2013,romance|adult-fiction|erotica|romance|contemporary-romance|contemporary|adult|new-adult|romance|erotic-romance|womens-fiction|chick-lit|fiction|drama,dir54/17930773-found-in-you.html,1061,"Found in You (Fixed, #2)"
4.04,1669,,good_reads:book,Tijan,2013,new-adult|romance|romance|contemporary-romance|contemporary|dark|suspense|romance|romantic-suspense|sociology|abuse|mystery|crime|adult,dir54/18221931-carter-reed.html,1669,Carter Reed
4.0,1440,098870742X,good_reads:book,Kelly Elliott,2012,romance|new-adult|contemporary|young-adult|academic|college|romance|contemporary-romance|sociology|abuse|drama|love|adult,dir54/16152943-wanted.html,1440,"Wanted (Wanted, #1)"
4.13,249,0749311614,good_reads:book,James A Michener,1980,historical-fiction|fiction|cultural|africa|adult-fiction|novels|literature|epic|drama|adventure|classics,dir54/12663.The_Covenant.html,249,The Covenant
3.96,315,1590388003,good_reads:book,Obert Skye,2007,fantasy|young-adult|fiction|adventure|fantasy|magic|childrens|science-fiction-fantasy|childrens|juvenile|young-adult|young-adult-fantasy|childrens|middle-grade,dir54/1211904.Leven_Thumps_and_the_Eyes_of_the_Want.html,315,"Leven Thumps and the Eyes of the Want (Leven Thumps, #3)"
3.86,1504,0061345695,good_reads:book,Anna Godbersen,2007,historical-fiction|young-adult|romance|fiction|womens-fiction|chick-lit|young-adult|teen|romance|historical-romance|drama|new-york|young-adult|young-adult-historical-fiction,dir54/2218252.Rumors.html,1504,"Rumors (Luxe, #2)"
3.91,600,0842329218,good_reads:book,Tim F LaHaye,1996,christian-fiction|fiction|christian|religion|fantasy|thriller|religion|christianity|spirituality|adult|science-fiction|apocalyptic,dir54/228258.Tribulation_Force.html,600,"Tribulation Force (Left Behind, #2)"
3.99,310,0195087453,good_reads:book,Dante Alighieri,1321,classics|poetry|fiction|literature|religion|european-literature|italian-literature|fantasy|historical-fiction|medieval|cultural|italy|philosophy,dir54/19164.Purgatorio.html,310,"Purgatorio (The Divine Comedy, #2)"
4.27,144,0486281221,good_reads:book,William Blake,1790,poetry|classics|philosophy|art|religion|literature|fiction|literature|18th-century|european-literature|british-literature|literature|english-literature,dir54/23913.The_Marriage_of_Heaven_and_Hell.html,144,The Marriage of Heaven and Hell
4.05,185,0743482867,good_reads:book,Jackie Collins,1985,fiction|romance|womens-fiction|chick-lit|contemporary|drama|thriller|adult|romance|contemporary-romance|novels|suspense,dir54/152402.Lucky.html,185,"Lucky (Lucky Santangelo, #2)"
3.86,1716,0062103733,good_reads:book,Elizabeth Norris,2012,young-adult|science-fiction|fantasy|paranormal|romance|fantasy|mystery|science-fiction|dystopia|fantasy|supernatural|young-adult|teen|fantasy|urban-fantasy,dir54/12157365-unraveling.html,1716,"Unraveling (Unraveling, #1)"
4.01,125,0886779065,good_reads:book,Tad Williams,1999,fantasy|science-fiction|fiction|science-fiction-fantasy|science-fiction|cyberpunk|adventure|fantasy|epic-fantasy|speculative-fiction|epic|fantasy|urban-fantasy,dir54/10090.Mountain_of_Black_Glass.html,125,"Mountain of Black Glass (Otherland, #3)"
4.0,1514,0374351384,good_reads:book,Leila Sales,2013,young-adult|contemporary|music|realistic-fiction|romance|fiction|young-adult|young-adult-contemporary,dir54/15777621-this-song-will-save-your-life.html,1514,This Song Will Save Your Life
3.84,237,006092411X,good_reads:book,Annie Dillard,1992,fiction|historical-fiction|literature|adult-fiction|literary-fiction|novels|contemporary|environment|nature|womens|literature|american,dir54/213347.The_Living.html,237,The Living
3.66,374,0743484908,good_reads:book,William Shakespeare,1603,plays|classics|drama|fiction|plays|theatre|literature|academic|school|poetry|european-literature|british-literature|humor|comedy,dir54/91571.Measure_for_Measure.html,374,Measure for Measure
3.57,1187,0399246770,good_reads:book,Robin McKinley,2010,fantasy|young-adult|fiction|adventure|fantasy|magic|young-adult|young-adult-fantasy|young-adult|teen|science-fiction-fantasy|fantasy|high-fantasy|animals,dir54/7507951-pegasus.html,1187,"Pegasus (Pegasus, #1)"
3.72,1111,0451197968,good_reads:book,Stephen King,1982,horror|fiction|science-fiction|science-fiction|dystopia|thriller|fantasy|suspense|adventure|literature|american|novels,dir54/11607.The_Running_Man.html,1111,The Running Man
4.09,916,0312546602,good_reads:book,Sherrilyn Kenyon,2011,romance|paranormal-romance|fantasy|paranormal|romance|fantasy|paranormal|vampires|fantasy|urban-fantasy|adult|paranormal|demons|fantasy|mythology|fantasy|supernatural,dir54/9065265-retribution.html,916,"Retribution (Dark-Hunter, #10)"
3.71,312,0099750619,good_reads:book,Joan Lindsay,1967,classics|fiction|mystery|cultural|australia|historical-fiction|literature|novels|young-adult|literary-fiction|drama,dir54/791345.Picnic_at_Hanging_Rock.html,312,Picnic at Hanging Rock
4.21,232,1423138570,good_reads:book,Ridley Pearson,2011,fantasy|young-adult|fiction|adventure|childrens|mystery|fantasy|magic|science-fiction|childrens|middle-grade|childrens|juvenile,dir54/8329766-power-play.html,232,"Power Play (Kingdom Keepers, #4)"
4.07,133,0872206335,good_reads:book,Plato,-360,philosophy|classics|non-fiction|academic|school|academic|college|history|literature|literature|ancient|textbooks|politics,dir54/30292.Five_Dialogues.html,133,Five Dialogues
4.12,504,0679740244,good_reads:book,Terry Tempest Williams,1991,autobiography|memoir|non-fiction|environment|nature|environment|biography|history|biography-memoir|biology|ecology|book-club|adult,dir54/820924.Refuge.html,504,Refuge
3.93,227,0449911837,good_reads:book,Chaim Potok,1985,fiction|historical-fiction|literature|jewish|religion|judaism|literature|religion|classics|novels|book-club|young-adult,dir54/14769.Davita_s_Harp.html,227,Davita's Harp
4.12,1841,0446613347,good_reads:book,James Patterson,2001,romance|fiction|womens-fiction|chick-lit|contemporary|adult-fiction|adult|mystery|love|book-club|drama,dir54/80568.Sam_s_Letters_to_Jennifer.html,1841,Sam's Letters to Jennifer
3.78,117,,good_reads:book,Madison Daniel,2011,young-adult|fantasy|fantasy|paranormal|romance|romance|paranormal-romance|fiction|fantasy|supernatural|fantasy|urban-fantasy,dir54/12256544-ember.html,117,Ember (Ember #1)
3.98,161,0886778441,good_reads:book,Tad Williams,1998,fantasy|science-fiction|fiction|science-fiction|cyberpunk|science-fiction-fantasy|adventure,dir54/10084.River_of_Blue_Fire.html,161,"River of Blue Fire (Otherland, #2)"
4.13,232,0764228498,good_reads:book,Janette Oke,1979,christian-fiction|christian|romance|historical-fiction|fiction|romance|christian-romance|young-adult|inspirational|religion|adult,dir54/31507.Love_s_Enduring_Promise.html,232,Love's Enduring Promise (Love Comes Softly #2)
3.71,1840,0241141826,good_reads:book,Paul Murray,2010,fiction|cultural|ireland|contemporary|book-club|novels|literary-fiction|european-literature|irish-literature|humor|young-adult|coming-of-age|young-adult,dir54/7146335-skippy-dies.html,1840,Skippy Dies
3.76,729,0755300203,good_reads:book,James Patterson,2003,mystery|thriller|mystery-thriller|mystery|crime|historical-fiction|fiction|adult|book-club|novels|mystery|murder-mystery|fantasy,dir54/13157.The_Jester.html,729,The Jester
3.95,299,0684813467,good_reads:book,Joseph F Girzone,1983,fiction|christian|christian-fiction|religion|spirituality|inspirational|religion|faith|religion|christianity|novels|classics,dir54/486324.Joshua.html,299,Joshua
4.31,547,1934964107,good_reads:book,Bryan Lee O Malley,2009,sequential-art|graphic-novels|sequential-art|comics|fiction|sequential-art|manga|humor|young-adult|fantasy|graphic-novels-comics|romance|comics|comic-book,dir54/5989573-scott-pilgrim-vs-the-universe.html,547,"Scott Pilgrim Vs. the Universe (Scott Pilgrim, #5)"
4.03,458,1416532811,good_reads:book,Eric Flint,2000,science-fiction|alternate-history|science-fiction|fiction|fantasy|science-fiction|time-travel|historical-fiction|war|science-fiction-fantasy|cultural|germany|adventure,dir54/16967.1632.html,458,"1632 (Assiti Shards, #1)"
3.77,1179,1595143084,good_reads:book,Kirsten Miller,2010,young-adult|romance|fantasy|fantasy|paranormal|mystery|fantasy|supernatural|romance|paranormal-romance|fiction|young-adult|teen|fantasy|urban-fantasy,dir54/7130788-the-eternal-ones.html,1179,"The Eternal Ones (Eternal Ones, #1)"
4.23,1673,0545284155,good_reads:book,Jennifer A Nielsen,2013,fantasy|young-adult|adventure|childrens|middle-grade|fiction|young-adult|young-adult-fantasy|romance|historical-fiction|fantasy|high-fantasy|adventure|pirates,dir54/15703770-the-runaway-king.html,1673,"The Runaway King (The Ascendance Trilogy, #2)"
4.32,712,0749955473,good_reads:book,Larissa Ione,2011,romance|paranormal-romance|fantasy|paranormal|romance|paranormal|demons|paranormal|angels|fantasy|adult|fantasy|urban-fantasy|paranormal|vampires|adult-fiction|erotica,dir54/9868970-immortal-rider.html,712,"Immortal Rider (Lords of Deliverance, #2; Demonica, #7)"
3.71,180,014044274X,good_reads:book,Alessandro Manzoni,1840,classics|fiction|european-literature|italian-literature|historical-fiction|cultural|italy|literature|literature|19th-century|novels|romance|academic|school,dir54/566328.The_Betrothed.html,180,The Betrothed
4.13,967,042521575X,good_reads:book,Nalini Singh,2007,romance|paranormal-romance|fantasy|paranormal|romance|paranormal|shapeshifters|fantasy|fantasy|urban-fantasy|adult|science-fiction|fiction|fantasy|supernatural,dir54/215643.Visions_of_Heat.html,967,"Visions of Heat (Psy-Changeling, #2)"
3.7,737,0804113475,good_reads:book,Anne Tyler,1995,fiction|book-club|contemporary|literary-fiction|adult-fiction|novels|adult|drama|womens-fiction|chick-lit|literature,dir54/202948.Ladder_of_Years.html,737,Ladder of Years
4.15,902,0684818701,good_reads:book,Irma S Rombauer,1931,food-and-drink|cookbooks|food-and-drink|cooking|food-and-drink|food|non-fiction|reference|classics|food-and-drink|culinary|food-and-drink|foodie|food-and-drink|adult,dir54/327847.The_Joy_of_Cooking.html,902,The Joy of Cooking
3.83,2918,0061240273,good_reads:book,Marisa de los Santos,2008,fiction|womens-fiction|chick-lit|book-club|adult|adult-fiction|contemporary|novels|family|womens-fiction|literary-fiction,dir54/2113410.Belong_to_Me.html,2918,Belong to Me
4.2,655,0810993236,good_reads:book,Michael Buckley,2005,fantasy|mystery|fantasy|fairy-tales|young-adult|childrens|fiction|adventure|fantasy|magic|childrens|juvenile|childrens|middle-grade,dir54/295834.The_Unusual_Suspects.html,655,"The Unusual Suspects (The Sisters Grimm, #2)"
3.92,461,0061914681,good_reads:book,Tera Lynn Childs,2011,mermaids|young-adult|fantasy|romance|fantasy|paranormal|fantasy|magic,dir54/9471670-fins-are-forever.html,461,"Fins Are Forever (Fins, #2)"
4.06,314,0553271989,good_reads:book,Frederick Forsyth,1972,thriller|fiction|historical-fiction|spy-thriller|espionage|mystery|suspense|adventure|mystery|crime|action|thriller|mystery-thriller,dir54/149572.The_Odessa_File.html,314,The Odessa File
3.91,856,0375758771,good_reads:book,Amitav Ghosh,2000,fiction|historical-fiction|cultural|india|cultural|asia|asian-literature|indian-literature|novels|literature|literary-fiction|literature|asian-literature|travel,dir54/77103.The_Glass_Palace.html,856,The Glass Palace
4.36,116,1414301081,good_reads:book,Bodie Thoene,1989,historical-fiction|christian-fiction|christian|fiction|history|world-war-ii|world-war-ii|holocaust|adult-fiction|romance|war|religion,dir54/92491.Prague_Counterpoint.html,116,"Prague Counterpoint (Zion Covenant, #2)"
4.34,272,1591826047,good_reads:book,Natsuki Takaya,1999,sequential-art|manga|fantasy|romance|sequential-art|graphic-novels|young-adult|media-tie-in|anime|fiction|manga|shojo,dir54/836606.Fruits_Basket_Volume_02.html,272,"Fruits Basket, Volume 02"
3.93,81,0312243081,good_reads:book,Walker Percy,1966,fiction|literature|classics|american|southern|novels|literature|american|literary-fiction,dir54/84903.The_Last_Gentleman.html,81,The Last Gentleman
3.96,139,0142401447,good_reads:book,Brian Jacques,1996,fantasy|young-adult|fiction|childrens|animals|adventure|science-fiction-fantasy|childrens|middle-grade|fantasy|high-fantasy|childrens|juvenile,dir54/7980.Pearls_of_Lutra.html,139,"Pearls of Lutra (Redwall, #9)"
4.05,1537,081297736X,good_reads:book,Kurt Vonnegut,2005,non-fiction|writing|essays|autobiography|memoir|humor|biography|politics|classics|literature|literature|american|philosophy,dir54/4979.A_Man_Without_a_Country.html,1537,A Man Without a Country
4.23,1683,0316156116,good_reads:book,David Foster Wallace,2005,non-fiction|writing|essays|humor|short-stories|literature|philosophy|literature|american|contemporary|writing|journalism|literary-fiction,dir54/6751.Consider_the_Lobster_and_Other_Essays.html,1683,Consider the Lobster and Other Essays
3.99,554,1419700251,good_reads:book,Jonathan Auxier,2011,fantasy|childrens|middle-grade|adventure|young-adult|fiction|childrens|fantasy|magic,dir54/10806008-peter-nimble-and-his-fantastic-eyes.html,554,Peter Nimble and His Fantastic Eyes
3.99,349,0441013465,good_reads:book,Robert Lynn Asprin,1978,fantasy|humor|fiction|science-fiction-fantasy|humor|comedy|fantasy|magic|science-fiction|young-adult|humor|funny|adventure,dir54/64401.Another_Fine_Myth.html,349,"Another Fine Myth (Myth Adventures, #1)"
3.91,239,0345459857,good_reads:book,Stephen R Donaldson,1986,fantasy|fiction|science-fiction-fantasy|fantasy|high-fantasy|fantasy|epic-fantasy|science-fiction|romance|fantasy|magic|adult|speculative-fiction,dir54/177250.The_Mirror_of_Her_Dreams.html,239,The Mirror of Her Dreams
4.01,125,9896370974,good_reads:book,George R R Martin,2005,fantasy|fiction|fantasy|epic-fantasy|fantasy|high-fantasy|novels|fantasy|dragons|european-literature|portuguese-literature|literature|american|epic|adult,dir55/6383644-o-festim-dos-corvos.html,125,O Festim dos Corvos
3.81,870,0449911594,good_reads:book,Anne Tyler,1982,book-club|contemporary|novels|literature|classics|literary-fiction|fiction|literature|american|adult-fiction|adult,dir55/77699.Dinner_at_the_Homesick_Restaurant.html,870,Dinner at the Homesick Restaurant
4.03,101,0425203549,good_reads:book,Dick Francis,1960,mystery|fiction|thriller|mystery|crime|thriller|mystery-thriller|animals|horses|suspense|mystery|detective|mystery|murder-mystery|european-literature|british-literature,dir55/8574.Whip_Hand.html,101,"Whip Hand (Sid Halley, #2)"
4.04,976,1595145060,good_reads:book,Scott Speer,2012,paranormal|angels|young-adult|fantasy|paranormal|romance|fantasy|romance|paranormal-romance|fantasy|urban-fantasy|fantasy|supernatural|paranormal|demons|mystery,dir55/11443325-immortal-city.html,976,"Immortal City (Immortal City, #1)"
4.37,8,098006810X,good_reads:book,William C Samples,201,philosophy,dir55/4934651-fe-fi-foe-comes.html,8,Fe Fi FOE Comes
4.32,87,0393320359,good_reads:book,Ian Kershaw,1998,history|biography|non-fiction|history|world-war-ii|cultural|germany|war|politics|history|european-history|history|world-history|world-war-ii|holocaust,dir55/93996.Hitler_Vol_1.html,87,"Hitler, Vol 1"
3.6,11,3869191252,good_reads:book,Georg Miggel,2009,mystery|crime|fiction|european-literature|german-literature,dir55/6150382-notwendige-streitgenossen.html,11,Notwendige Streitgenossen
4.1,16,1897512112,good_reads:book,Ali Marsman,2008,cultural|canada,dir55/3830244-sporadic-memories.html,16,Sporadic Memories
4.59,121,,good_reads:book,Anonymous,1961,religion|classics|spirituality|fiction|inspirational|religion|christianity|reference,dir55/2381176.New_World_Translation_of_the_Holy_Scriptures.html,121,New World Translation of the Holy Scriptures
3.96,417,0345434870,good_reads:book,Alison Weir,1999,history|non-fiction|biography|historical-fiction|medieval|european-literature|british-literature|cultural|france|biography-memoir|womens|biography|autobiography|adult,dir55/111220.Eleanor_of_Aquitaine.html,417,Eleanor of Aquitaine
3.79,925,0718153227,good_reads:book,Karen Maitland,2008,historical-fiction|fiction|mystery|historical-fiction|medieval|fantasy|european-literature|british-literature|horror,dir55/2761171-company-of-liars.html,925,Company Of Liars
4.25,3,1450556566,good_reads:book,Nelson Caldwell,2010,,dir55/8176759-a-terrace-on-the-tower-of-babel.html,3,A Terrace On The Tower Of Babel
3.64,44,0982869118,good_reads:book,Daniel Pyle,2009,horror|suspense|fiction,dir55/9487892-dismember.html,44,Dismember
3.97,45,0615412580,good_reads:book,R A McDonald,2011,fantasy|young-adult|fiction|fantasy|paranormal|fantasy|supernatural|suspense|young-adult|coming-of-age,dir55/10087445-ada.html,45,Ada
4.19,21,1466475420,good_reads:book,John Zunski,2011,romance,dir55/11468048-cemetery-street.html,21,Cemetery Street
3.76,10,,good_reads:book,Lucy Felthouse,2011,adult-fiction|erotica|romance|fantasy|fantasy|paranormal|anthologies|fantasy|supernatural|fantasy|mythology,dir55/12042088-seducing-the-myth.html,10,Seducing the Myth
4.12,6,1859642810,good_reads:book,Alexander Jovy,2011,history,dir55/11980440-i-am-cyrus.html,6,I Am Cyrus
4.05,60,,good_reads:book,Sharon Cramer,2012,historical-fiction|historical-fiction|medieval|romance|fantasy,dir55/13511702-the-execution.html,60,The Execution
4.01,200,,good_reads:book,Evangeline Anderson,2011,romance|science-fiction|science-fiction|aliens|fantasy|paranormal|romance|paranormal-romance|adult-fiction|erotica|romance|science-fiction-romance|fantasy|adult|romance|erotic-romance,dir55/11273356-hunted.html,200,"Hunted (Brides of the Kindred, #2)"
3.87,675,1611139856,good_reads:book,James Patterson,2011,fantasy|young-adult|science-fiction|dystopia|fantasy|magic|fantasy|paranormal|fiction|fantasy|supernatural|paranormal|witches|adventure|young-adult|teen,dir55/10778410-the-fire.html,675,"The Fire (Witch & Wizard, #3)"
3.85,8,,good_reads:book,Dorothy Gravelle,2012,science-fiction|time-travel|romance|fantasy|science-fiction|fiction|adventure|spirituality|history|prehistory,dir55/14789333-where-the-deer-dwell.html,8,Where the Deer Dwell
4.07,8,1477570446,good_reads:book,John Kellett,2012,fantasy|young-adult|fantasy|magic|fiction,dir55/15757292-amaranth.html,8,Amaranth
4.48,9,1620861410,good_reads:book,Barry Jordan Jr ,2012,childrens,dir55/16246620-grandma-can-i-get-a-dog.html,9,Grandma! Can I Get a Dog?
3.66,21,9780991778,good_reads:book,Helen Argiro,2013,fiction|cultural|canada|womens-fiction|chick-lit,dir55/17380595-tales-of-sex-suburban-lunacy.html,21,Tales of Sex & Suburban Lunacy
3.95,8,,good_reads:book,Keith Ellison,2013,politics|autobiography|memoir|religion|non-fiction|religion|islam|biography|race,dir55/13260207-my-country-tis-of-thee.html,8,My Country 'Tis of Thee
3.91,88,,good_reads:book,Gena D Lutz,2012,fantasy|paranormal|shapeshifters|werewolves|romance|paranormal-romance|paranormal|shapeshifters|romance|paranormal|vampires|fantasy|adult|paranormal|witches|contemporary,dir55/16300325-ember-s-curse.html,88,"Ember's Curse (Prime Wolf, #1)"
3.78,26,,good_reads:book,Hannah Pole,2013,shapeshifters|werewolves|fantasy|urban-fantasy|romance|paranormal|shapeshifters|romance|paranormal-romance|fantasy|paranormal|fantasy,dir55/17974764-silence-of-the-wolves.html,26,Silence of the Wolves (Call of the Wilderness #1)
3.67,6,1484081315,good_reads:book,S E Meyer,2013,fantasy|science-fiction,dir55/18213083-origins.html,6,Origins
4.28,252,,good_reads:book,Cheryl McIntyre,2013,new-adult|romance|academic|college|sociology|abuse|contemporary|romance|contemporary-romance|young-adult|drama|music|love,dir55/18121041-long-after.html,252,"Long After (Sometimes Never, #3)"
4.45,5,,good_reads:book,Marsha Gujurati,2013,,dir55/18752404-it-comes-natural---understanding-natural-and-integrative-medicine.html,5,It Comes Natural - Understanding Natural and Integrative Medicine
4.39,51,0975309382,good_reads:book,Ernest Holmes,1938,spirituality|philosophy|metaphysics|psychology|science|self-help|reference|non-fiction|philosophy|religion|spirituality|new-age,dir55/149197.The_Science_of_Mind.html,51,The Science of Mind
4.53,5,1596085460,good_reads:book,Carlos Rivera,2005,leadership,dir55/21058784-leadership.html,5,Leadership
4.15,68,1599324652,good_reads:book,T S Krupa,2014,romance|romance|contemporary-romance|contemporary,dir55/20256797-safe-sound.html,68,Safe & Sound
4.6,3,,good_reads:book,Danelle O Donnell,2014,,dir55/22038750-new-zigon---the-founder-s-curse.html,3,New Zigon - The Founder's Curse
4.53,8,1460206630,good_reads:book,Richard Myerscough,2013,horror|thriller,dir55/22051319-bat-blood.html,8,Bat Blood
4.48,6,,good_reads:book,J M Walker,2014,,dir55/22671084-bound-anthology.html,6,Bound Anthology
4.15,200,037542248X,good_reads:book,Ng g wa Thiong o,2006,cultural|africa|fiction|cultural|kenya|magical-realism|fantasy|literature|novels|literature|african-literature|contemporary|politics,dir55/57485.Wizard_of_the_Crow.html,200,Wizard of the Crow
3.98,667,0440229383,good_reads:book,Chris Crutcher,2001,young-adult|sports-and-games|sports|fiction|realistic-fiction|young-adult|teen|contemporary|literature|banned-books|young-adult|high-school|young-adult|coming-of-age|academic|school,dir55/49746.Whale_Talk.html,667,Whale Talk
4.19,63,0061660094,good_reads:book,Erin Hunter,2009,fantasy|animals|animals|cats|fiction|animals|animal-fiction|adventure|childrens|young-adult|childrens|middle-grade|reference|guides,dir55/5498077-code-of-the-clans.html,63,Code of the Clans
