rating,review_count,isbn,booktype,author,year,genres,dir,rating_count,name
4.44,3677,1595143203,good_reads:book,Richelle Mead,2013,paranormal|vampires|young-adult|fantasy|paranormal|fantasy|romance|fantasy|magic|fantasy|urban-fantasy|romance|paranormal-romance|fantasy|supernatural|paranormal|witches,dir13/9833184-the-fiery-heart.html,3677,"The Fiery Heart (Bloodlines, #4)"
3.96,1355,1401359795,good_reads:book,Sergei Lukyanenko,1998,fantasy|fantasy|urban-fantasy|horror|fiction|paranormal|vampires|fantasy|paranormal|cultural|russia|science-fiction|fantasy|supernatural|fantasy|magic,dir13/359375.Night_Watch.html,1355,"Night Watch (Watch, #1)"
4.39,796,0345363132,good_reads:book,Sharon Kay Penman,1982,historical-fiction|fiction|historical-fiction|medieval|european-literature|british-literature|literature|15th-century|romance|historical-romance|epic|fantasy|novels|war,dir13/119829.The_Sunne_in_Splendour.html,796,The Sunne in Splendour
4.21,4084,0765348276,good_reads:book,John Scalzi,2005,science-fiction|fiction|science-fiction|space-opera|war|military|science-fiction-fantasy|war|space|speculative-fiction|adventure|fantasy,dir13/51964.Old_Man_s_War.html,4084,"Old Man's War (Old Man's War, #1)"
4.38,1398,006083577X,good_reads:book,Megan Whalen Turner,2006,fantasy|young-adult|fiction|adventure|romance|historical-fiction|young-adult|young-adult-fantasy|young-adult|teen|fantasy|high-fantasy|fantasy|mythology,dir13/40159.The_King_of_Attolia.html,1398,"The King of Attolia (The Queen's Thief, #3)"
4.05,1957,0374191484,good_reads:book,Roberto Bola o,1998,fiction|novels|literature|cultural|latin-american|european-literature|spanish-literature,dir13/63033.The_Savage_Detectives.html,1957,The Savage Detectives
4.26,75,0991709403,good_reads:book,Najeev Raj Nadarajah,2012,fantasy|young-adult|science-fiction|dystopia|apocalyptic|post-apocalyptic|science-fiction|fantasy|paranormal|fiction,dir13/16077824-dream-caster.html,75,"Dream Caster (Dream Cycle, #1)"
3.72,569,0345434803,good_reads:book,Anne Rice,1998,paranormal|vampires|horror|fantasy|fiction|fantasy|paranormal|fantasy|supernatural|fantasy|urban-fantasy|gothic|adult|historical-fiction,dir13/31332.The_Vampire_Armand.html,569,"The Vampire Armand (The Vampire Chronicles, #6)"
4.07,1391,0552998761,good_reads:book,Armistead Maupin,1978,fiction|glbt|glbt|gay|glbt|queer|humor|contemporary|classics|literature|book-club|novels,dir13/16255.Tales_of_the_City.html,1391,"Tales of the City (Tales of the City, #1)"
3.9,6342,0316056634,good_reads:book,Gail Carriger,2009,science-fiction|steampunk|fantasy|fantasy|paranormal|romance|paranormal|vampires|fantasy|urban-fantasy|fiction|historical-fiction|shapeshifters|werewolves|mystery,dir13/6381205-soulless.html,6342,"Soulless (Parasol Protectorate, #1)"
4.61,24,1499227299,good_reads:book,Jami Brumfield,2014,paranormal|vampires|paranormal|angels|shapeshifters|werewolves|paranormal|witches|fantasy|magic|romance|paranormal-romance|fantasy|paranormal|romance|fantasy|supernatural|paranormal|shapeshifters,dir14/22090082-vampire-princess-rising.html,24,"Vampire Princess Rising (The Winters Family Saga, #2)"
4.09,1652,8498000831,good_reads:book,Philip K Dick,1969,science-fiction|fiction|mystery|novels|science-fiction-fantasy|classics|speculative-fiction,dir14/22590.Ubik.html,1652,Ubik
4.08,2665,1250006333,good_reads:book,Amanda Hocking,2011,fantasy|young-adult|fantasy|paranormal|romance|romance|paranormal-romance|fantasy|magic|fantasy|supernatural|fiction|fantasy|urban-fantasy|young-adult|teen,dir14/11947829-ascend.html,2665,"Ascend (Trylle, #3)"
3.97,4555,0743298853,good_reads:book,John Connolly,2006,fantasy|fiction|young-adult|fantasy|fairy-tales|horror|book-club|adventure|writing|books-about-books|mystery,dir14/69136.The_Book_of_Lost_Things.html,4555,The Book of Lost Things
3.9,882,0451529693,good_reads:book,Ivan Turgenev,1862,classics|fiction|cultural|russia|literature|russian-literature|literature|novels|literature|19th-century|historical-fiction|academic|school|literary-fiction,dir14/19117.Fathers_and_Sons.html,882,Fathers and Sons
3.65,1291,2253147699,good_reads:book,Stephen King,1983,horror|fiction|thriller|fantasy|fantasy|supernatural|fantasy|paranormal|mystery|suspense|novels|adult,dir14/10629.Christine.html,1291,Christine
3.95,2768,0142401773,good_reads:book,Sarah Dessen,1998,young-adult|romance|contemporary|womens-fiction|chick-lit|fiction|realistic-fiction|young-adult|teen|young-adult|high-school|love|young-adult|young-adult-romance,dir14/816953.Someone_Like_You.html,2768,Someone Like You
4.03,655,0553265954,good_reads:book,Arthur Koestler,1940,fiction|classics|historical-fiction|literature|cultural|russia|politics|novels|science-fiction|dystopia|philosophy|literature|20th-century,dir14/30672.Darkness_at_Noon.html,655,Darkness at Noon
4.27,5884,1301347949,good_reads:book,Katy Evans,2013,romance|new-adult|romance|contemporary-romance|contemporary|adult-fiction|erotica|sports-and-games|sports|adult|romance|erotic-romance|contemporary-romance|sports-romance|fiction,dir14/17617277-real.html,5884,"Real (Real, #1)"
4.32,981,0684826801,good_reads:book,Primo Levi,1947,non-fiction|history|biography|classics|history|world-war-ii|war|biography|autobiography|world-war-ii|holocaust|biography-memoir|autobiography|memoir,dir14/6174.Survival_in_Auschwitz.html,981,Survival in Auschwitz
3.99,4748,1442429984,good_reads:book,Moira Young,2011,young-adult|science-fiction|dystopia|fantasy|romance|apocalyptic|post-apocalyptic|science-fiction|adventure|fiction,dir14/9917938-blood-red-road.html,4748,"Blood Red Road (Dust Lands, #1)"
3.99,48,014023666X,good_reads:book,Ross Lockridge,1948,fiction|historical-fiction|classics|novels|romance|military-history|civil-war|war|literature|american-history|american-civil-war,dir14/257233.Raintree_County.html,48,Raintree County
4.22,1942,0060012382,good_reads:book,Terry Pratchett,2003,fantasy|young-adult|fiction|humor|childrens|science-fiction-fantasy|fantasy|magic|adventure|humor|comedy|humor|funny,dir14/34494.The_Wee_Free_Men_Discworld_30_.html,1942,"The Wee Free Men (Discworld, #30) (Discworld, #30) (Tiffany Aching, #1)"
3.86,2153,0446677388,good_reads:book,James Patterson,1995,mystery|fiction|thriller|mystery|crime|suspense|thriller|mystery-thriller|adult|mystery|detective|mystery|murder-mystery|adult-fiction,dir14/13148.Kiss_the_Girls.html,2153,"Kiss the Girls (Alex Cross, #2)"
4.61,48,0991055446,good_reads:book,Linda Watkins,2014,horror|suspense|gothic|fantasy|paranormal,dir14/22293224-mateguas-island.html,48,Mateguas Island
4.3,1284,0060590165,good_reads:book,Garth Nix,2001,young-adult|fantasy|fiction|fantasy|magic|adventure|science-fiction-fantasy|young-adult|teen|young-adult|young-adult-fantasy|fantasy|high-fantasy,dir14/47624.Lirael.html,1284,"Lirael (Abhorsen, #2)"
4.06,823,0374529531,good_reads:book,Shirley Jackson,1948,short-stories|fiction|classics|horror|literature|science-fiction|dystopia|academic|school|gothic|adult-fiction|literature|american,dir14/89723.The_Lottery_and_Other_Stories.html,823,The Lottery and Other Stories
3.92,198,0192835149,good_reads:book,Jack London,1906,classics|fiction|literature|short-stories|adventure|young-adult|animals|literature|american|childrens|novels,dir14/43037.The_Call_of_the_Wild_White_Fang_and_Other_Stories.html,198,"The Call of the Wild, White Fang and Other Stories"
4.13,549,014250047X,good_reads:book,David Clement Davies,2001,fantasy|young-adult|animals|fiction|animals|wolves|animals|animal-fiction|adventure|childrens,dir14/58085.The_Sight.html,549,"The Sight (Sight, #1)"
4.27,6452,0316133973,good_reads:book,Laini Taylor,2012,fantasy|young-adult|paranormal|angels|fantasy|paranormal|romance|fantasy|urban-fantasy|fantasy|magic|fiction|paranormal|demons|fantasy|supernatural,dir14/12812550-days-of-blood-starlight.html,6452,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)"
3.95,1756,0062002325,good_reads:book,Courtney Allison Moulton,2011,paranormal|angels|romance|fantasy|fantasy|paranormal|young-adult|fantasy|magic|fiction|fantasy|supernatural|young-adult|teen|romance|paranormal-romance,dir14/7285498-angelfire.html,1756,"Angelfire (Angelfire, #1)"
4.06,3383,1577314808,good_reads:book,Eckhart Tolle,1997,self-help|philosophy|non-fiction|spirituality|self-help|personal-development|religion|inspirational|spirituality|new-age|religion|buddhism|psychology,dir14/6708.The_Power_of_Now.html,3383,The Power of Now
3.9,4420,0375825444,good_reads:book,Wendelin Van Draanen,2001,young-adult|romance|realistic-fiction|fiction|contemporary|young-adult|teen|childrens|middle-grade|womens-fiction|chick-lit|childrens,dir14/331920.Flipped.html,4420,Flipped
4.17,41,1456325639,good_reads:book,Dennis Sharpe,2011,fantasy|paranormal|paranormal|vampires|fantasy|urban-fantasy|fantasy|supernatural|fantasy|paranormal|ghosts|horror|horror|zombies|fiction,dir14/11187932-blood-spirits.html,41,"Blood & Spirits (The Coming Storm, #1)"
4.32,786,0765343266,good_reads:book,Juliet Marillier,2000,fantasy|romance|historical-fiction|fiction|fantasy|magic|science-fiction-fantasy|adult|young-adult|fantasy|fairy-tales|fantasy|mythology,dir14/13927.Son_of_the_Shadows.html,786,"Son of the Shadows (Sevenwaters, #2)"
3.74,9663,0062014536,good_reads:book,Lauren Oliver,2013,science-fiction|dystopia|young-adult|romance|fantasy|science-fiction|fiction,dir14/9593913-requiem.html,9663,"Requiem (Delirium, #3)"
4.34,486,0316954993,good_reads:book,Herman Wouk,1978,historical-fiction|fiction|history|world-war-ii|war|classics|world-war-ii|holocaust|war|military|literature|jewish|adult-fiction|literature,dir14/42986.War_and_Remembrance.html,486,"War and Remembrance (The Henry Family, #2)"
4.7,348,0751507954,good_reads:book,Bill Watterson,1990,sequential-art|comics|humor|fiction|sequential-art|graphic-novels|comics|comic-book|humor|comedy|childrens|graphic-novels-comics|sequential-art|comic-strips,dir14/59715.The_Authoritative_Calvin_And_Hobbes.html,348,The Authoritative Calvin And Hobbes
4.13,3370,,good_reads:book, ,2008,fiction|historical-fiction|literature,dir14/3554772.html,3370,Ø¹Ø²Ø§Ø²ÙÙ
4.19,8886,1623420024,good_reads:book,Alice Clayton,2012,romance|contemporary-romance|contemporary|humor|funny|adult|womens-fiction|chick-lit|new-adult|humor|adult-fiction|erotica,dir14/15858248-wallbanger.html,8886,"Wallbanger (Cocktail, #1)"
4.01,754,014044789X,good_reads:book,Ovid,8,poetry|fiction|literature|fantasy|academic|school|literature|ancient|classics|classic-literature|philosophy|roman|academic|read-for-school,dir14/1715.Metamorphoses.html,754,Metamorphoses
4.18,2212,843396867X,good_reads:book,Roberto Bola o,2004,fiction|european-literature|spanish-literature|contemporary|literature|latin-american-literature|classics|science-fiction|epic|modern|adult-fiction|adult,dir14/63032.2666.html,2212,2666
4.12,1016,0316766941,good_reads:book,J D Salinger,1955,fiction|classics|short-stories|literature|literature|american|novels|literary-fiction,dir14/5114.Raise_High_the_Roof_Beam_Carpenters_Seymour.html,1016,"Raise High the Roof Beam, Carpenters & Seymour"
4.18,4582,0061974552,good_reads:book,Pittacus Lore,2011,young-adult|fantasy|science-fiction|science-fiction|aliens|fiction|fantasy|paranormal|adventure,dir14/8659601-the-power-of-six.html,4582,"The Power of Six (Lorien Legacies, #2)"
4.48,765,0345368584,good_reads:book,Chuck Dixon,1989,fantasy|classics|fiction|sequential-art|graphic-novels|sequential-art|comics|adventure|young-adult|science-fiction-fantasy|fantasy|epic-fantasy|fantasy|magic,dir14/659469.The_Hobbit.html,765,The Hobbit
3.91,5052,1416971734,good_reads:book,Scott Westerfeld,2009,science-fiction|steampunk|young-adult|fantasy|science-fiction|historical-fiction|fiction|adventure|science-fiction|alternate-history|young-adult|teen|war,dir14/6050678-leviathan.html,5052,"Leviathan (Leviathan, #1)"
4.15,2444,0425226921,good_reads:book,Nalini Singh,2009,fantasy|paranormal|romance|paranormal-romance|fantasy|urban-fantasy|paranormal|angels|romance|paranormal|vampires|fantasy|adult|fantasy|supernatural|fiction,dir14/3819326-angels-blood.html,2444,"Angels' Blood (Guild Hunter, #1)"
3.8,1537,0679743626,good_reads:book,Willa Cather,1913,fiction|historical-fiction|classics|literature|book-club|literature|american|novels|adult-fiction,dir14/140963.O_Pioneers_.html,1537,"O Pioneers! (Great Plains Trilogy, #1)"
4.27,387,0517092913,good_reads:book,Hans Christian Andersen,1874,classics|fantasy|childrens|fantasy|fairy-tales|fiction|short-stories|literature|folklore|european-literature|danish|young-adult,dir14/46306.The_Complete_Fairy_Tales.html,387,The Complete Fairy Tales
4.27,1315,0061020648,good_reads:book,Terry Pratchett,1989,fiction|humor|humor|comedy|science-fiction-fantasy|humor|funny|fantasy|dragons,dir14/64216.Guards_Guards_.html,1315,"Guards! Guards! (Discworld, #8)"
4.5,1087,0006479901,good_reads:book,George R R Martin,2001,fiction|fantasy|fantasy|epic-fantasy|fantasy|high-fantasy|adult|fantasy|dragons|epic|adventure|science-fiction-fantasy|war,dir14/768889.A_Storm_of_Swords.html,1087,"A Storm of Swords (A Song of Ice and Fire, #3-1)"
4.03,1293,0140047484,good_reads:book,Friedrich Nietzsche,1883,philosophy|classics|non-fiction|european-literature|german-literature|literature|religion|poetry|literature|19th-century|cultural|germany|psychology,dir14/51893.Thus_Spoke_Zarathustra.html,1293,Thus Spoke Zarathustra
3.93,1586,0143039830,good_reads:book,Paul Auster,1987,fiction|mystery|literature|literature|american|contemporary|novels|new-york|short-stories,dir14/431.The_New_York_Trilogy.html,1586,The New York Trilogy
3.24,22866,0316228532,good_reads:book,J K Rowling,2012,fiction|contemporary|book-club|adult|mystery|adult-fiction|drama|european-literature|british-literature|novels|realistic-fiction,dir14/13497818-the-casual-vacancy.html,22866,The Casual Vacancy
3.94,9383,0810993139,good_reads:book,Jeff Kinney,2004,humor|childrens|fiction|young-adult|realistic-fiction|humor|funny|sequential-art|graphic-novels|childrens|middle-grade|humor|comedy|childrens|juvenile,dir14/389627.Diary_of_a_Wimpy_Kid.html,9383,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)"
3.94,1252,1841493139,good_reads:book,Trudi Canavan,2001,fantasy|fantasy|magic|young-adult|fiction|fantasy|high-fantasy|fantasy|epic-fantasy|science-fiction-fantasy|adventure|romance|fantasy|paranormal,dir14/28249.The_Magicians_Guild.html,1252,"The Magicians' Guild (The Black Magician Trilogy, #1)"
4.2,8493,0525951652,good_reads:book,Ken Follett,2010,historical-fiction|fiction|war,dir14/7315573-fall-of-giants.html,8493,"Fall of Giants (The Century Trilogy, #1)"
4.29,5384,,good_reads:book,Jessica Sorensen,2012,new-adult|romance|contemporary|young-adult|romance|contemporary-romance|academic|college|sociology|abuse|womens-fiction|chick-lit|realistic-fiction|fiction,dir14/16113791-the-coincidence-of-callie-kayden.html,5384,"The Coincidence of Callie & Kayden (The Coincidence, #1)"
4.24,774,0553271369,good_reads:book,Pat Conroy,1980,fiction|war|military|american|southern|historical-fiction|literature|book-club|contemporary,dir14/85443.The_Lords_of_Discipline.html,774,The Lords of Discipline
4.47,17579,0439139600,good_reads:book,J K Rowling,2000,fantasy|fantasy|paranormal|young-adult|fiction|action|fantasy|magic|adventure|childrens|young-adult|teen|classics,dir14/6.Harry_Potter_and_the_Goblet_of_Fire.html,17579,"Harry Potter and the Goblet of Fire (Harry Potter, #4)"
3.99,3297,0061779814,good_reads:book,Kimberly Derting,2010,young-adult|fantasy|paranormal|mystery|romance|fantasy|fantasy|supernatural|fiction|romance|paranormal-romance|fantasy|urban-fantasy|suspense,dir14/6261522-the-body-finder.html,3297,"The Body Finder (The Body Finder, #1)"
4.0,2162,0743457900,good_reads:book,John le Carr ,1974,fiction|mystery|thriller|spy-thriller|espionage|classics|mystery|crime|suspense|thriller|mystery-thriller|thriller|spy-thriller|european-literature|british-literature,dir14/18989.Tinker_Tailor_Soldier_Spy.html,2162,"Tinker, Tailor, Soldier, Spy"
4.15,1082,0425201392,good_reads:book,Laurell K Hamilton,1995,paranormal|vampires|fantasy|urban-fantasy|fantasy|paranormal|fantasy|horror|romance|paranormal-romance|romance|fiction|fantasy|supernatural|mystery,dir14/30274.Circus_of_the_Damned.html,1082,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)"
3.78,6064,0385732562,good_reads:book,Lois Lowry,2000,young-adult|science-fiction|dystopia|fiction|fantasy|science-fiction|childrens|classics|young-adult|teen|childrens|middle-grade|apocalyptic|post-apocalyptic,dir14/12936.Gathering_Blue.html,6064,"Gathering Blue (The Giver, #2)"
3.82,916,006172081X,good_reads:book,L J Smith,2010,paranormal|vampires|young-adult|fantasy|fantasy|paranormal|romance|fantasy|supernatural|romance|paranormal-romance|fiction|fantasy|urban-fantasy|paranormal|witches,dir14/6441509-shadow-souls.html,916,"Shadow Souls (The Vampire Diaries: The Return, #2)"
4.23,4384,006223742X,good_reads:book,Veronica Roth,2012,young-adult|science-fiction|dystopia|short-stories|science-fiction|fantasy|romance|fiction|young-adult|teen|apocalyptic|post-apocalyptic|adventure,dir14/13615258-free-four.html,4384,"Free Four (Divergent, #1.5)"
4.13,6069,0312304358,good_reads:book,Alan Brennert,2003,historical-fiction|book-club|fiction|adult-fiction|adult|young-adult|coming-of-age|novels|literature|literature|19th-century|young-adult,dir14/3273.Moloka_i.html,6069,Moloka'i
4.36,5485,141697170X,good_reads:book,Sharon M Draper,2010,realistic-fiction|young-adult|fiction|childrens|middle-grade|childrens|book-club|childrens|juvenile,dir14/6609765-out-of-my-mind.html,5485,Out of My Mind
4.16,3625,1423121317,good_reads:book,Rachel Hawkins,2011,young-adult|fantasy|fantasy|paranormal|fantasy|magic|paranormal|vampires|romance|paranormal|witches|paranormal|demons|fantasy|supernatural|fantasy|urban-fantasy,dir14/8428064-demonglass.html,3625,"Demonglass (Hex Hall, #2)"
4.01,96,144014074X,good_reads:book,Linda Masemore Pirrung,2009,romance|womens-fiction|chick-lit|adult|romance|contemporary-romance|fiction,dir14/6447501-explosion-in-paris.html,96,Explosion in Paris
3.72,1856,0345469011,good_reads:book,John Irving,1998,fiction|contemporary|literature|novels|book-club|literary-fiction|literature|american|adult-fiction,dir14/4659.A_Widow_for_One_Year.html,1856,A Widow for One Year
4.03,736,0515134457,good_reads:book,Laurell K Hamilton,1998,fantasy|urban-fantasy|paranormal|vampires|fantasy|paranormal|fantasy|romance|paranormal-romance|romance|horror|fiction|fantasy|supernatural|shapeshifters|werewolves,dir14/30246.Blue_Moon.html,736,"Blue Moon (Anita Blake, Vampire Hunter, #8)"
4.07,723,0375700811,good_reads:book,Norman Mailer,1979,non-fiction|crime|true-crime|mystery|crime|biography|classics|history|literature,dir14/12468.The_Executioner_s_Song.html,723,The Executioner's Song
3.8,2037,044669651X,good_reads:book,Nicholas Sparks,2003,romance|fiction|womens-fiction|chick-lit|contemporary|adult|adult-fiction|love|romance|contemporary-romance|mystery|drama,dir14/3464.True_Believer.html,2037,"True Believer (Jeremy Marsh & Lexie Darnell, #1)"
3.96,1966,0525945563,good_reads:book,Thomas Harris,1980,horror|fiction|thriller|mystery|mystery|crime|suspense|thriller|mystery-thriller|adult,dir14/28877.Red_Dragon.html,1966,"Red Dragon (Hannibal Lecter, #1)"
3.59,2106,0743289412,good_reads:book,Stephen King,2006,horror|fiction|fantasy|thriller|mystery|fantasy|supernatural|suspense|romance|novels|fantasy|paranormal,dir14/10566.Lisey_s_Story.html,2106,Lisey's Story
3.77,181,0525949941,good_reads:book,Juan Gomez Jurado,1999,thriller|mystery|fiction|mystery|crime|religion|suspense|adventure|cultural|italy|action|mystery|detective,dir14/681552.God_s_Spy.html,181,God's Spy
3.94,455,156478181X,good_reads:book,Flann O Brien,1939,fiction|european-literature|irish-literature|cultural|ireland|classics|novels|literature|humor|fantasy|literature|20th-century|literary-fiction,dir14/97333.At_Swim_Two_Birds.html,455,At Swim-Two-Birds
4.05,1918,0738710180,good_reads:book,Simone Elkeles,2007,young-adult|contemporary|romance|realistic-fiction|womens-fiction|chick-lit|young-adult|young-adult-romance|fiction|romance|contemporary-romance|young-adult|teen|young-adult|young-adult-contemporary,dir14/544424.Leaving_Paradise.html,1918,"Leaving Paradise (Leaving Paradise, #1)"
4.16,1212,0007162499,good_reads:book,Paullina Simons,2006,historical-fiction|romance|romance|historical-romance|fiction|cultural|russia|war|adult,dir14/608216.The_Summer_Garden.html,1212,"The Summer Garden (The Bronze Horseman, #3)"
3.91,1838,0439321603,good_reads:book,J K Rowling,2001,young-adult|fantasy|childrens|fantasy|magic,dir14/41899.Fantastic_Beasts_and_Where_to_Find_Them.html,1838,Fantastic Beasts and Where to Find Them
3.81,727,037575718X,good_reads:book,Thomas Hardy,1878,classics|literature|literature|19th-century|european-literature|british-literature|novels|classics|classic-literature|historical-fiction,dir14/32650.The_Return_of_the_Native.html,727,The Return of the Native
3.8,2618,0446698466,good_reads:book,Nicholas Sparks,2004,romance|fiction|womens-fiction|chick-lit|contemporary|adult|adult-fiction|love|romance|contemporary-romance|romantic|drama,dir14/15924.At_First_Sight.html,2618,"At First Sight (Jeremy Marsh & Lexie Darnell, #2)"
3.68,1935,0684843781,good_reads:book,F Scott Fitzgerald,1920,classics|fiction|literature|literature|american|novels|literature|20th-century|historical-fiction|classics|classic-literature|book-club|war,dir14/46165.This_Side_of_Paradise.html,1935,This Side of Paradise
4.2,4326,037571457X,good_reads:book,Marjane Satrapi,2000,sequential-art|graphic-novels|non-fiction|autobiography|memoir|sequential-art|comics|biography|history|cultural|iran|book-club|biography|autobiography|graphic-novels-comics,dir14/9516.Persepolis.html,4326,"Persepolis (Persepolis, #1-2)"
4.5,61,,good_reads:book,Jan Raymond,2014,fantasy|young-adult|science-fiction|science-fiction|aliens|adventure,dir14/20801439-circle-of-five.html,61,"Circle of Five (Pha Yul, #1)"
4.23,235,0140050930,good_reads:book,Ursula K Le Guin,1975,fiction|fantasy|science-fiction|science-fiction-fantasy|classics|young-adult|fantasy|epic-fantasy|fantasy|magic|speculative-fiction,dir14/1170158.The_Earthsea_Trilogy.html,235,The Earthsea Trilogy
4.45,6399,,good_reads:book,Colleen Hoover,2014,new-adult|romance|young-adult,dir14/17788403-maybe-someday.html,6399,Maybe Someday
4.05,1390,014043478X,good_reads:book,Elizabeth Gaskell,1865,fiction|classics|romance|historical-fiction|literature|19th-century|literature|european-literature|british-literature|classics|classic-literature,dir14/383206.Wives_and_Daughters.html,1390,Wives and Daughters
3.58,850,0060512636,good_reads:book,Thornton Wilder,1938,plays|classics|drama|fiction|academic|school|plays|theatre|young-adult|high-school|literature|academic|read-for-school|historical-fiction,dir14/205476.Our_Town.html,850,Our Town
4.39,1266,0312984839,good_reads:book,Sherrilyn Kenyon,2003,fantasy|urban-fantasy|paranormal|vampires|fantasy|mythology|fantasy|paranormal|romance|paranormal-romance|fiction|romance|paranormal|demons|fantasy|paranormal|shapeshifters,dir14/84145.Dance_with_the_Devil.html,1266,"Dance with the Devil (Dark-Hunter, #3)"
3.58,693,1551111721,good_reads:book,Joseph Conrad,1900,classics|fiction|literature|adventure|historical-fiction|novels|european-literature|british-literature|literary-fiction|literature|english-literature|classics|classic-literature,dir14/12194.Lord_Jim.html,693,Lord Jim
4.03,869,0671742515,good_reads:book,Douglas Adams,1988,fiction|fantasy|science-fiction|humor|mystery|humor|comedy|science-fiction-fantasy|humor|funny|mystery|detective|novels,dir14/357.The_Long_Dark_Tea_Time_of_the_Soul.html,869,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)"
4.19,1538,0345338545,good_reads:book,James Alexander Thom,1981,historical-fiction|fiction|book-club|adventure|adult|adventure|survival|western|history|american-history|adult-fiction|classics,dir14/138872.Follow_the_River.html,1538,Follow the River
3.95,3021,1582349061,good_reads:book,Shannon Hale,2004,fantasy|young-adult|fiction|fantasy|fairy-tales|romance|adventure|fantasy|magic|young-adult|teen|young-adult|young-adult-fantasy|childrens,dir14/248482.Enna_Burning.html,3021,"Enna Burning (The Books of Bayern, #2)"
4.64,613,0609807250,good_reads:book,Gordon B Hinckley,2000,religion|non-fiction|christianity|lds|religion|church|inspirational|self-help|spirituality|lds|lds-non-fiction,dir14/596259.Standing_for_Something.html,613,Standing for Something
3.95,1306,1423102266,good_reads:book,Melissa de la Cruz,2009,paranormal|vampires|young-adult|fantasy|fantasy|paranormal|romance|paranormal|angels|fantasy|supernatural|romance|paranormal-romance|fantasy|urban-fantasy,dir14/6267237-the-van-alen-legacy.html,1306,"The Van Alen Legacy (Blue Bloods, #4)"
3.48,628,0451526570,good_reads:book,Joseph Conrad,1902,classics|fiction|literature|academic|school|cultural|africa|novels|academic|read-for-school|young-adult|high-school|historical-fiction|adventure,dir14/616828.Heart_of_Darkness_and_The_Secret_Sharer.html,628,Heart of Darkness and The Secret Sharer
4.23,1697,0553280511,good_reads:book,L M Montgomery,1926,fiction|classics|romance|young-adult|historical-fiction|cultural|canada|book-club|romance|historical-romance|womens-fiction|chick-lit|childrens,dir14/95693.The_Blue_Castle.html,1697,The Blue Castle
4.29,1033,0679723056,good_reads:book,Raymond Carver,1981,short-stories|fiction|literature|classics|literature|american|contemporary|literary-fiction|adult|book-club|literature|20th-century,dir14/11438.What_We_Talk_About_When_We_Talk_About_Love.html,1033,What We Talk About When We Talk About Love
4.41,1538,0743464117,good_reads:book,Stephen E Ambrose,1992,history|non-fiction|war|war|military|history|world-war-ii|military|military-history|biography|history|american-history,dir14/42389.Band_of_Brothers.html,1538,Band of Brothers
4.21,2432,1423118235,good_reads:book,Cinda Williams Chima,2009,fantasy|young-adult|fantasy|magic|fantasy|high-fantasy|romance|fiction|young-adult|young-adult-fantasy|adventure|fantasy|epic-fantasy|fantasy|paranormal,dir14/6342491-the-demon-king.html,2432,"The Demon King (Seven Realms, #1)"
3.79,2222,0380714752,good_reads:book,Avi,1990,historical-fiction|young-adult|fiction|childrens|adventure|classics|academic|school|childrens|middle-grade|childrens|juvenile|academic|read-for-school,dir14/310146.The_True_Confessions_of_Charlotte_Doyle.html,2222,The True Confessions of Charlotte Doyle
3.82,1002,0192833723,good_reads:book,Augustine of Hippo,397,christian|religion|christianity|non-fiction|history|autobiography|memoir|spirituality|classics|biography|autobiography|religion|religion|faith,dir14/27037.Confessions.html,1002,Confessions
4.04,1689,0446545244,good_reads:book,James Patterson,2010,young-adult|fantasy|science-fiction|adventure|romance|fantasy|paranormal|fiction|action|young-adult|teen|fantasy|supernatural,dir14/7201913-angel.html,1689,"Angel (Maximum Ride, #7)"
3.66,4728,0743418174,good_reads:book,Jennifer Weiner,2001,womens-fiction|chick-lit|fiction|book-club|contemporary|romance|adult-fiction|adult|humor,dir14/14748.Good_in_Bed.html,4728,"Good in Bed (Cannie Shapiro, #1)"
4.09,7627,0805094598,good_reads:book,Leigh Bardugo,2012,fantasy|young-adult|romance|fantasy|magic|fantasy|paranormal|fiction|young-adult|young-adult-fantasy,dir14/10194157-shadow-and-bone.html,7627,"Shadow and Bone (The Grisha, #1)"
4.03,890,0192840509,good_reads:book,Aesop,-560,classics|childrens|literature|fantasy|fairy-tales|folk-tales|fables|folklore|philosophy|young-adult|fiction|literature|ancient,dir14/21348.Aesop_s_Fables.html,890,Aesop's Fables
3.6,1644,0141026286,good_reads:book,Anonymous,-1500,religion|literature|ancient|academic|read-for-school|academic|college|historical-fiction|philosophy|classics|classic-literature|novels|folklore|young-adult|high-school,dir14/19351.The_Epic_of_Gilgamesh.html,1644,The Epic of Gilgamesh
3.97,1663,0803733569,good_reads:book,Julia Hoban,2009,young-adult|romance|contemporary|realistic-fiction|fiction|mental-health|mental-illness|young-adult|teen|death|drama|health|mental-health,dir14/4570768-willow.html,1663,Willow
4.08,7098,054522490X,good_reads:book,Maggie Stiefvater,2011,fantasy|young-adult|romance|fiction|fantasy|paranormal|fantasy|mythology|young-adult|teen|young-adult|young-adult-fantasy|adventure|animals|horses,dir15/10626594-the-scorpio-races.html,7098,The Scorpio Races
